Id;Id_exclusiva;Nível_da_estrutura_de_tópicos;EDT;Nome;Porcentagem_Prev_Real;Porcentagem_Prev_LB;Duração;Início;Término;Início_da_Linha_de_Base;Término_da_linha_de_base;Área;Responsável_da_Tarefa;Dashboard;Desvio_LB
2170;19508;8;1.8.21.15.20.1.9.1;Montar Andaime do  Canal de Descida da Câmara 19;0;0;2 hrs;Seg 25/08/25 08:00;Seg 25/08/25 10:00;Sáb 23/08/25 20:00;Sáb 23/08/25 22:00;Forno;Bruno Amorim;;0
2171;19509;8;1.8.21.15.20.1.9.2;Demolir Canal de Descida da Câmara 19;0;0;24 hrs;Seg 25/08/25 10:00;Ter 26/08/25 15:00;Sáb 23/08/25 22:00;Ter 26/08/25 03:00;Forno;Bruno Amorim;;0
2172;19510;8;1.8.21.15.20.1.9.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 19;0;0;12 hrs;Ter 26/08/25 15:00;Qua 27/08/25 04:00;Ter 26/08/25 03:00;Ter 26/08/25 18:00;Forno;Bruno Amorim;;0
2173;19511;8;1.8.21.15.20.1.9.4;Montar Canal de Descida da Câmara 19;0;0;96 hrs;Qua 27/08/25 04:00;Seg 01/09/25 23:00;Ter 26/08/25 18:00;Seg 01/09/25 13:00;Forno;Bruno Amorim;;0
2174;19512;8;1.8.21.15.20.1.9.5;Realizar Projeção na Junção do Canal de Descida da Câmara 19;0;0;12 hrs;Seg 01/09/25 23:00;Ter 02/09/25 15:00;Seg 01/09/25 14:00;Ter 02/09/25 03:00;Forno;Bruno Amorim;;0
2175;19513;8;1.8.21.15.20.1.9.6;Desmontar Andaime do Canal de Descida da Câmara 19;0;0;2 hrs;Ter 02/09/25 15:00;Ter 02/09/25 17:00;Ter 02/09/25 03:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2176;19514;7;1.8.21.15.20.1.10;Manutenção do Canal de Descida  35;0;0;201 hrs;Seg 25/08/25 08:00;Ter 02/09/25 17:00;Sáb 23/08/25 20:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2177;19515;8;1.8.21.15.20.1.10.1;Montar Andaime do  Canal de Descida da Câmara 35;0;0;2 hrs;Seg 25/08/25 08:00;Seg 25/08/25 10:00;Sáb 23/08/25 20:00;Sáb 23/08/25 22:00;Forno;Bruno Amorim;;0
2178;19516;8;1.8.21.15.20.1.10.2;Demolir Canal de Descida da Câmara 35;0;0;24 hrs;Seg 25/08/25 10:00;Ter 26/08/25 15:00;Sáb 23/08/25 22:00;Ter 26/08/25 03:00;Forno;Bruno Amorim;;0
2179;19517;8;1.8.21.15.20.1.10.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 35;0;0;12 hrs;Ter 26/08/25 15:00;Qua 27/08/25 04:00;Ter 26/08/25 03:00;Ter 26/08/25 18:00;Forno;Bruno Amorim;;0
2180;19518;8;1.8.21.15.20.1.10.4;Montar Canal de Descida da Câmara 35;0;0;96 hrs;Qua 27/08/25 04:00;Seg 01/09/25 23:00;Ter 26/08/25 18:00;Seg 01/09/25 13:00;Forno;Bruno Amorim;;0
2181;19519;8;1.8.21.15.20.1.10.5;Realizar Projeção na Junção do Canal de Descida da Câmara 35;0;0;12 hrs;Seg 01/09/25 23:00;Ter 02/09/25 15:00;Seg 01/09/25 14:00;Ter 02/09/25 03:00;Forno;Bruno Amorim;;0
2182;19520;8;1.8.21.15.20.1.10.6;Desmontar Andaime do Canal de Descida da Câmara 35;0;0;2 hrs;Ter 02/09/25 15:00;Ter 02/09/25 17:00;Ter 02/09/25 03:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2183;19521;7;1.8.21.15.20.1.11;Manutenção do Canal de Descida  37;0;0;201 hrs;Seg 25/08/25 08:00;Ter 02/09/25 17:00;Sáb 23/08/25 20:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2184;19522;8;1.8.21.15.20.1.11.1;Montar Andaime do  Canal de Descida da Câmara 37;0;0;2 hrs;Seg 25/08/25 08:00;Seg 25/08/25 10:00;Sáb 23/08/25 20:00;Sáb 23/08/25 22:00;Forno;Bruno Amorim;;0
2185;19523;8;1.8.21.15.20.1.11.2;Demolir Canal de Descida da Câmara 37;0;0;24 hrs;Seg 25/08/25 10:00;Ter 26/08/25 15:00;Sáb 23/08/25 22:00;Ter 26/08/25 03:00;Forno;Bruno Amorim;;0
2186;19524;8;1.8.21.15.20.1.11.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 37;0;0;12 hrs;Ter 26/08/25 15:00;Qua 27/08/25 04:00;Ter 26/08/25 03:00;Ter 26/08/25 18:00;Forno;Bruno Amorim;;0
2187;19525;8;1.8.21.15.20.1.11.4;Montar Canal de Descida da Câmara 37;0;0;96 hrs;Qua 27/08/25 04:00;Seg 01/09/25 23:00;Ter 26/08/25 18:00;Seg 01/09/25 13:00;Forno;Bruno Amorim;;0
2188;19526;8;1.8.21.15.20.1.11.5;Realizar Projeção na Junção do Canal de Descida da Câmara 37;0;0;12 hrs;Seg 01/09/25 23:00;Ter 02/09/25 15:00;Seg 01/09/25 14:00;Ter 02/09/25 03:00;Forno;Bruno Amorim;;0
2189;19527;8;1.8.21.15.20.1.11.6;Desmontar Andaime do Canal de Descida da Câmara 37;0;0;2 hrs;Ter 02/09/25 15:00;Ter 02/09/25 17:00;Ter 02/09/25 03:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2190;19528;7;1.8.21.15.20.1.12;Manutenção do Canal de Descida 39;0;0;201 hrs;Seg 25/08/25 08:00;Ter 02/09/25 17:00;Sáb 23/08/25 20:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2191;19529;8;1.8.21.15.20.1.12.1;Montar Andaime do Canal de Descida da Câmara 39;0;0;2 hrs;Seg 25/08/25 08:00;Seg 25/08/25 10:00;Sáb 23/08/25 20:00;Sáb 23/08/25 22:00;Forno;Bruno Amorim;;0
2192;19530;8;1.8.21.15.20.1.12.2;Demolir Canal de Descida da Câmara 39;0;0;24 hrs;Seg 25/08/25 10:00;Ter 26/08/25 15:00;Sáb 23/08/25 22:00;Ter 26/08/25 03:00;Forno;Bruno Amorim;;0
2193;19531;8;1.8.21.15.20.1.12.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 39;0;0;12 hrs;Ter 26/08/25 15:00;Qua 27/08/25 04:00;Ter 26/08/25 03:00;Ter 26/08/25 18:00;Forno;Bruno Amorim;;0
2194;19532;8;1.8.21.15.20.1.12.4;Montar Canal de Descida da Câmara 39;0;0;96 hrs;Qua 27/08/25 04:00;Seg 01/09/25 23:00;Ter 26/08/25 18:00;Seg 01/09/25 13:00;Forno;Bruno Amorim;;0
2195;19533;8;1.8.21.15.20.1.12.5;Realizar Projeção na Junção do Canal de Descida da Câmara 39;0;0;12 hrs;Seg 01/09/25 23:00;Ter 02/09/25 15:00;Seg 01/09/25 14:00;Ter 02/09/25 03:00;Forno;Bruno Amorim;;0
2196;19534;8;1.8.21.15.20.1.12.6;Desmontar Andaime do Canal de Descida da Câmara 39;0;0;2 hrs;Ter 02/09/25 15:00;Ter 02/09/25 17:00;Ter 02/09/25 03:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2197;19535;7;1.8.21.15.20.1.13;Manutenção do Canal de Descida  40;0;0;201 hrs;Seg 25/08/25 08:00;Ter 02/09/25 17:00;Sáb 23/08/25 20:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2198;19536;8;1.8.21.15.20.1.13.1;Montar Andaime do  Canal de Descida da Câmara 40;0;0;2 hrs;Seg 25/08/25 08:00;Seg 25/08/25 10:00;Sáb 23/08/25 20:00;Sáb 23/08/25 22:00;Forno;Bruno Amorim;;0
2199;19537;8;1.8.21.15.20.1.13.2;Demolir Canal de Descida da Câmara 40;0;0;24 hrs;Seg 25/08/25 10:00;Ter 26/08/25 15:00;Sáb 23/08/25 22:00;Ter 26/08/25 03:00;Forno;Bruno Amorim;;0
2200;19538;8;1.8.21.15.20.1.13.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 40;0;0;12 hrs;Ter 26/08/25 15:00;Qua 27/08/25 04:00;Ter 26/08/25 03:00;Ter 26/08/25 18:00;Forno;Bruno Amorim;;0
2201;19539;8;1.8.21.15.20.1.13.4;Montar Canal de Descida da Câmara 40;0;0;96 hrs;Qua 27/08/25 04:00;Seg 01/09/25 23:00;Ter 26/08/25 18:00;Seg 01/09/25 13:00;Forno;Bruno Amorim;;0
2202;19540;8;1.8.21.15.20.1.13.5;Realizar Projeção na Junção do Canal de Descida da Câmara 40;0;0;12 hrs;Seg 01/09/25 23:00;Ter 02/09/25 15:00;Seg 01/09/25 14:00;Ter 02/09/25 03:00;Forno;Bruno Amorim;;0
2203;19541;8;1.8.21.15.20.1.13.6;Desmontar Andaime do Canal de Descida da Câmara 40;0;0;2 hrs;Ter 02/09/25 15:00;Ter 02/09/25 17:00;Ter 02/09/25 03:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2204;19542;6;1.8.21.15.20.2;Manutenção do 1º Pacote de Canais de Descida Concluído;0;0;0 hrs;Ter 02/09/25 17:00;Ter 02/09/25 17:00;Ter 02/09/25 05:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2205;19543;6;1.8.21.15.20.3;Manutenção do 2º Pacote de Canais de Descida;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2206;19544;7;1.8.21.15.20.3.1;Início da Manutenção do 2º Pacote de Canais de Descida;0;0;0 hrs;Ter 02/09/25 17:00;Ter 02/09/25 17:00;Ter 02/09/25 05:00;Ter 02/09/25 05:00;Forno;Bruno Amorim;;0
2207;19545;7;1.8.21.15.20.3.2;Manutenção do Canal de Descida  23;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2208;19546;8;1.8.21.15.20.3.2.1;Montar Andaime do  Canal de Descida da Câmara 23;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2209;19547;8;1.8.21.15.20.3.2.2;Demolir Canal de Descida da Câmara 23;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2210;19548;8;1.8.21.15.20.3.2.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 23;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2211;19549;8;1.8.21.15.20.3.2.4;Montar Canal de Descida da Câmara 23;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2212;19550;8;1.8.21.15.20.3.2.5;Realizar Projeção na Junção do Canal de Descida da Câmara 23;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2213;19551;8;1.8.21.15.20.3.2.6;Desmontar Andaime do Canal de Descida da Câmara 23;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2214;19552;7;1.8.21.15.20.3.3;Manutenção do Canal de Descida  25;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2215;19553;8;1.8.21.15.20.3.3.1;Montar Andaime do  Canal de Descida da Câmara 25;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2216;19554;8;1.8.21.15.20.3.3.2;Demolir Canal de Descida da Câmara 25;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2217;19555;8;1.8.21.15.20.3.3.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 25;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2218;19556;8;1.8.21.15.20.3.3.4;Montar Canal de Descida da Câmara 25;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2219;19557;8;1.8.21.15.20.3.3.5;Realizar Projeção na Junção do Canal de Descida da Câmara 25;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2220;19558;8;1.8.21.15.20.3.3.6;Desmontar Andaime do Canal de Descida da Câmara 25;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2221;19559;7;1.8.21.15.20.3.4;Manutenção do Canal de Descida  27;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2222;19560;8;1.8.21.15.20.3.4.1;Montar Andaime do  Canal de Descida da Câmara 27;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2223;19561;8;1.8.21.15.20.3.4.2;Demolir Canal de Descida da Câmara 27;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2224;19562;8;1.8.21.15.20.3.4.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 27;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2225;19563;8;1.8.21.15.20.3.4.4;Montar Canal de Descida da Câmara 27;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2226;19564;8;1.8.21.15.20.3.4.5;Realizar Projeção na Junção do Canal de Descida da Câmara 27;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2227;19565;8;1.8.21.15.20.3.4.6;Desmontar Andaime do Canal de Descida da Câmara 27;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2228;19566;7;1.8.21.15.20.3.5;Manutenção do Canal de Descida  28;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2229;19567;8;1.8.21.15.20.3.5.1;Montar Andaimedo  Canal de Descida da Câmara 28;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2230;19568;8;1.8.21.15.20.3.5.2;Demolir Canal de Descida da Câmara 28;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2231;19569;8;1.8.21.15.20.3.5.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 28;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2232;19570;8;1.8.21.15.20.3.5.4;Montar Canal de Descida da Câmara 28;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2233;19571;8;1.8.21.15.20.3.5.5;Realizar Projeção na Junção do Canal de Descida da Câmara 28;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2234;19572;8;1.8.21.15.20.3.5.6;Desmontar Andaime do Canal de Descida da Câmara 28;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2235;19573;7;1.8.21.15.20.3.6;Manutenção do Canal de Descida  30;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2236;19574;8;1.8.21.15.20.3.6.1;Montar Andaime do  Canal de Descida da Câmara 30;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2237;19575;8;1.8.21.15.20.3.6.2;Demolir Canal de Descida da Câmara 30;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2238;19576;8;1.8.21.15.20.3.6.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 30;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2239;19577;8;1.8.21.15.20.3.6.4;Montar Canal de Descida da Câmara 30;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2240;19578;8;1.8.21.15.20.3.6.5;Realizar Projeção na Junção do Canal de Descida da Câmara 30;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2241;19579;8;1.8.21.15.20.3.6.6;Desmontar Andaime do Canal de Descida da Câmara 30;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2242;19580;7;1.8.21.15.20.3.7;Manutenção do Canal de Descida  24;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2243;19581;8;1.8.21.15.20.3.7.1;Montar Andaime do  Canal de Descida da Câmara 24;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2244;19582;8;1.8.21.15.20.3.7.2;Demolir Canal de Descida da Câmara 24;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2245;19583;8;1.8.21.15.20.3.7.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 24;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2246;19584;8;1.8.21.15.20.3.7.4;Montar Canal de Descida da Câmara 24;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2247;19585;8;1.8.21.15.20.3.7.5;Realizar Projeção na Junção do Canal de Descida da Câmara 24;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2248;19586;8;1.8.21.15.20.3.7.6;Desmontar Andaime do Canal de Descida da Câmara 24;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2249;19587;7;1.8.21.15.20.3.8;Manutenção do Canal de Descida  26;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2250;19588;8;1.8.21.15.20.3.8.1;Montar Andaime do  Canal de Descida da Câmara 26;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2251;19589;8;1.8.21.15.20.3.8.2;Demolir Canal de Descida da Câmara 26;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2252;19590;8;1.8.21.15.20.3.8.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 26;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2253;19591;8;1.8.21.15.20.3.8.4;Montar Canal de Descida da Câmara 26;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2254;19592;8;1.8.21.15.20.3.8.5;Realizar Projeção na Junção do Canal de Descida da Câmara 26;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2255;19593;8;1.8.21.15.20.3.8.6;Desmontar Andaime do Canal de Descida da Câmara 26;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2256;19594;7;1.8.21.15.20.3.9;Manutenção do Canal de Descida  8;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2257;19595;8;1.8.21.15.20.3.9.1;Montar Andaime do  Canal de Descida da Câmara 8;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2258;19596;8;1.8.21.15.20.3.9.2;Demolir Canal de Descida da Câmara 8;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2259;19597;8;1.8.21.15.20.3.9.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 8;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2260;19598;8;1.8.21.15.20.3.9.4;Montar Canal de Descida da Câmara 8;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2261;19599;8;1.8.21.15.20.3.9.5;Realizar Projeção na Junção do Canal de Descida da Câmara 8;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2262;19600;8;1.8.21.15.20.3.9.6;Desmontar Andaime do Canal de Descida da Câmara 8;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2263;19601;7;1.8.21.15.20.3.10;Manutenção do Canal de Descida  29;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2264;19602;8;1.8.21.15.20.3.10.1;Montar Andaime do  Canal de Descida da Câmara 29;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2265;19603;8;1.8.21.15.20.3.10.2;Demolir Canal de Descida da Câmara 29;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2266;19604;8;1.8.21.15.20.3.10.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 29;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2267;19605;8;1.8.21.15.20.3.10.4;Montar Canal de Descida da Câmara 29;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2268;19606;8;1.8.21.15.20.3.10.5;Realizar Projeção na Junção do Canal de Descida da Câmara 29;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2269;19607;8;1.8.21.15.20.3.10.6;Desmontar Andaime do Canal de Descida da Câmara 29;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2270;19608;7;1.8.21.15.20.3.11;Manutenção do Canal de Descida  31;0;0;172 hrs;Ter 02/09/25 17:00;Ter 09/09/25 21:00;Ter 02/09/25 05:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
2271;19609;8;1.8.21.15.20.3.11.1;Montar Andaime do  Canal de Descida da Câmara 31;0;0;2 hrs;Ter 02/09/25 17:00;Ter 02/09/25 19:00;Ter 02/09/25 05:00;Ter 02/09/25 09:00;Forno;Bruno Amorim;;0
2272;19610;8;1.8.21.15.20.3.11.2;Demolir Canal de Descida da Câmara 31;0;0;24 hrs;Ter 02/09/25 19:00;Qua 03/09/25 23:00;Ter 02/09/25 09:00;Qua 03/09/25 13:00;Forno;Bruno Amorim;;0
2273;19611;8;1.8.21.15.20.3.11.3;Retirar Resíduo (Entulho) do Canal de Descida da Câmara 31;0;0;12 hrs;Qua 03/09/25 23:00;Qui 04/09/25 15:00;Qua 03/09/25 14:00;Qui 04/09/25 03:00;Forno;Bruno Amorim;;0
2274;19612;8;1.8.21.15.20.3.11.4;Montar Canal de Descida da Câmara 31;0;0;72 hrs;Qui 04/09/25 15:00;Ter 09/09/25 04:00;Qui 04/09/25 03:00;Seg 08/09/25 18:00;Forno;Bruno Amorim;;0
2275;19613;8;1.8.21.15.20.3.11.5;Realizar Projeção na Junção do Canal de Descida da Câmara 31;0;0;12 hrs;Ter 09/09/25 04:00;Ter 09/09/25 19:00;Seg 08/09/25 18:00;Ter 09/09/25 09:00;Forno;Bruno Amorim;;0
2276;19614;8;1.8.21.15.20.3.11.6;Desmontar Andaime do Canal de Descida da Câmara 31;0;0;2 hrs;Ter 09/09/25 19:00;Ter 09/09/25 21:00;Ter 09/09/25 09:00;Ter 09/09/25 11:00;Forno;Bruno Amorim;;0
